flow_id,src_ip,src_port,dst_ip,dst_port,protocol,bytes_sent,bytes_received,packets_sent,packets_received,duration_sec,is_internal_traffic,user_agent,url,attack_type,label
FLOW-100569,172.16.5.101,17948,192.168.10.15,443,TCP,373,4715,6,36,9.95,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-100570,198.51.100.89,35563,10.0.1.25,3306,TCP,69,39,1,1,1.792,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-100571,45.33.32.156,49933,192.168.10.12,3306,TCP,74,16,1,1,3.398,0,Unknown,,Port-Scan,1
FLOW-100572,172.16.5.210,16732,192.168.10.55,80,UDP,3134,572,21,5,3.994,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100573,45.33.32.156,32366,192.168.10.15,3389,TCP,1686,362,13,3,1.909,0,paramiko/3.4,/login,Brute-Force,1
FLOW-100574,185.220.101.5,17047,192.168.10.55,23,TCP,86,33,1,1,7.56,0,Unknown,/login,Port-Scan,1
FLOW-100575,194.26.29.112,61379,192.168.10.15,443,TCP,2607,6407,34,66,11.85,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100576,172.16.5.102,57849,192.168.10.40,443,UDP,2455,8296,33,55,12.46,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100577,194.26.29.112,15536,192.168.10.15,3389,TCP,119,11,1,1,11.419,0,Nmap/7.94,,Port-Scan,1
FLOW-100578,172.16.5.102,19310,10.0.1.10,102,TCP,1553,6997,18,101,11.638,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100579,203.0.113.45,10676,192.168.10.55,502,TCP,4160,1351,28,11,9.129,0,curl/8.4.0,/login,Exploit-Attempt,1
FLOW-100580,192.168.10.40,34827,10.0.1.5,502,TCP,3319,8254,22,98,3.323,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-100581,203.0.113.45,12885,10.0.1.25,443,TCP,82,39,1,1,1.876,0,Nmap/7.94,/,Port-Scan,1
FLOW-100582,172.16.5.101,37609,10.0.1.25,443,TCP,372,3082,4,22,6.925,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100583,192.168.10.12,8570,192.168.10.15,102,TCP,1952,3394,13,40,7.75,1,Edge/120.0,,Benign,0
FLOW-100584,172.16.5.101,47063,192.168.10.12,80,TCP,530,8453,5,58,9.172,1,Edge/120.0,/historian/view,Benign,0
FLOW-100585,172.16.5.210,44958,10.0.1.5,502,TCP,705,1751,7,20,10.831,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100586,192.168.10.40,31763,192.168.10.40,4840,TCP,3401,10133,33,133,4.629,1,Edge/120.0,/historian/view,Benign,0
FLOW-100587,172.16.5.108,49470,192.168.10.55,102,TCP,283,4183,2,34,1.33,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100588,192.168.10.40,58486,192.168.10.40,4840,TCP,3318,9428,36,114,0.562,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100589,192.168.10.55,2415,10.0.1.10,80,UDP,2252,9125,22,99,1.158,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100590,198.51.100.22,24168,192.168.10.12,21,TCP,800,694,13,5,0.467,0,paramiko/3.4,,Brute-Force,1
FLOW-100591,194.26.29.112,23505,10.0.1.25,443,TCP,3101,3487,27,48,8.042,0,sqlmap/1.7,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100592,198.51.100.22,7325,10.0.1.5,3306,TCP,1912,2049,25,18,2.948,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100593,172.16.5.102,60752,192.168.10.55,4840,TCP,559,5945,4,75,9.646,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100594,203.0.113.45,60576,192.168.10.15,22,TCP,1689,695,24,6,2.568,0,Unknown,,Brute-Force,1
FLOW-100595,192.168.10.55,10945,192.168.10.15,80,TCP,1708,590,24,4,5.067,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100596,172.16.5.210,57767,192.168.10.12,443,UDP,223,9760,1,131,4.449,1,Edge/120.0,,Benign,0
FLOW-100597,172.16.5.210,61714,10.0.1.5,80,UDP,660,9610,4,89,1.368,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100598,203.0.113.45,31186,192.168.10.12,445,TCP,1420,595,10,4,5.567,0,Hydra/9.5,/cgi-bin/test,Brute-Force,1
FLOW-100599,172.16.5.210,43544,10.0.1.25,102,TCP,2129,3175,21,43,3.691,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-100600,192.168.10.40,54890,192.168.10.40,4840,TCP,1379,11787,15,140,4.024,1,Edge/120.0,,Benign,0
FLOW-100601,198.51.100.89,35546,10.0.1.5,22,TCP,96,40,1,1,1.353,0,Unknown,/,Port-Scan,1
FLOW-100602,192.168.10.12,28563,192.168.10.55,80,TCP,2334,846,15,6,6.933,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-100603,45.33.32.156,29658,10.0.1.25,8080,TCP,99,58,1,1,1.852,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-100604,192.168.10.12,4365,10.0.1.5,502,UDP,678,2179,7,16,12.221,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-100605,198.51.100.22,23806,10.0.1.5,3389,TCP,88,23,1,1,8.776,0,zgrab/0.x,,Port-Scan,1
FLOW-100606,198.51.100.89,38997,10.0.1.10,80,TCP,2434,7609,18,63,7.129,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100607,185.220.101.5,19022,192.168.10.55,21,TCP,1048,283,10,2,2.927,0,Hydra/9.5,/cgi-bin/test,Brute-Force,1
FLOW-100608,172.16.5.101,28791,10.0.1.25,502,TCP,720,6382,10,66,8.237,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100609,192.168.10.12,47423,10.0.1.10,80,TCP,1089,3663,13,46,10.743,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100610,45.33.32.156,30590,192.168.10.40,8080,TCP,3708,514,61,3,2.375,0,curl/8.4.0,/cgi-bin/test,Exploit-Attempt,1
FLOW-100611,192.168.10.12,40061,192.168.10.55,4840,TCP,3226,7548,31,69,10.867,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100612,45.33.32.156,51511,10.0.1.5,502,TCP,1298,896,9,9,1.31,0,curl/8.4.0,/cgi-bin/test,Exploit-Attempt,1
FLOW-100613,198.51.100.89,61775,192.168.10.40,22,TCP,453,493,5,5,5.539,0,paramiko/3.4,/,Brute-Force,1
FLOW-100614,192.168.10.55,50128,10.0.1.25,502,TCP,2721,6685,27,53,6.975,1,Mozilla/5.0,,Benign,0
FLOW-100615,172.16.5.210,29861,192.168.10.55,4840,UDP,2921,5955,21,83,1.973,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-100616,192.168.10.15,47515,192.168.10.12,80,UDP,3053,7522,33,68,1.498,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100617,172.16.5.108,10594,192.168.10.15,502,TCP,2107,1628,15,13,10.948,1,Edge/120.0,,Benign,0
FLOW-100618,45.33.32.156,3673,192.168.10.15,1433,TCP,101,7,1,1,4.428,0,Masscan/1.3,/,Port-Scan,1
FLOW-100619,172.16.5.210,25751,192.168.10.12,502,UDP,680,5958,5,65,12.013,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-100620,198.51.100.22,9539,192.168.10.12,445,TCP,6046,193,67,1,7.004,0,Custom-POC/1.0,,Exploit-Attempt,1
FLOW-100621,172.16.5.108,42537,10.0.1.10,102,TCP,937,7780,15,97,8.42,1,Mozilla/5.0,,Benign,0
FLOW-100622,172.16.5.102,44098,10.0.1.5,102,TCP,2803,2395,29,29,2.193,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100623,185.220.101.5,59650,192.168.10.40,8080,TCP,90,34,1,1,11.411,0,Unknown,/,Port-Scan,1
FLOW-100624,45.33.32.156,29834,192.168.10.55,22,TCP,1003,301,16,4,6.672,0,Unknown,,Brute-Force,1
FLOW-100625,198.51.100.22,53360,10.0.1.10,502,TCP,3279,1054,31,13,9.211,0,curl/8.4.0,/login,Exploit-Attempt,1
FLOW-100626,172.16.5.108,32938,192.168.10.12,102,TCP,2516,7412,17,74,1.259,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100627,194.26.29.112,9669,192.168.10.55,3389,TCP,799,203,6,1,4.517,0,paramiko/3.4,/login,Brute-Force,1
FLOW-100628,45.33.32.156,56920,192.168.10.15,8080,TCP,43,37,1,1,10.886,0,Unknown,/,Port-Scan,1
FLOW-100629,172.16.5.210,39798,192.168.10.40,502,UDP,3154,11755,34,129,3.463,1,Edge/120.0,/historian/view,Benign,0
FLOW-100630,198.51.100.22,53668,192.168.10.40,445,TCP,1677,409,19,2,1.47,0,Unknown,/cgi-bin/test,Brute-Force,1
FLOW-100631,192.168.10.55,13361,192.168.10.15,102,TCP,1022,7637,7,83,9.61,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-100632,172.16.5.108,4431,192.168.10.12,502,TCP,482,7579,7,84,7.332,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100633,194.26.29.112,42612,192.168.10.40,1433,TCP,3851,6729,62,86,2.272,0,sqlmap/1.7,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100634,198.51.100.89,57397,10.0.1.25,445,TCP,55,40,1,1,0.156,0,Masscan/1.3,/,Port-Scan,1
FLOW-100635,203.0.113.45,35614,192.168.10.15,22,TCP,1583,325,22,2,1.768,0,Hydra/9.5,/,Brute-Force,1
FLOW-100636,192.168.10.55,41311,10.0.1.10,80,UDP,1656,10870,12,81,10.278,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100637,45.33.32.156,51011,192.168.10.40,443,TCP,49,49,1,1,1.483,0,Masscan/1.3,,Port-Scan,1
FLOW-100638,172.16.5.108,13816,10.0.1.25,102,TCP,1968,9972,13,71,6.72,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100639,172.16.5.108,38032,10.0.1.5,4840,TCP,335,4281,2,34,2.717,1,SCADA-Client/3.2,,Benign,0
FLOW-100640,172.16.5.101,47301,10.0.1.25,4840,TCP,2039,1473,19,22,5.542,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-100641,185.220.101.5,59742,192.168.10.12,445,TCP,6233,1176,93,15,8.56,0,Custom-POC/1.0,/,Exploit-Attempt,1
FLOW-100642,198.51.100.22,20447,10.0.1.5,443,TCP,3889,7712,40,100,5.821,0,python-requests/2.31.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100643,192.168.10.40,17107,192.168.10.12,4840,TCP,555,5091,8,69,11.153,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-100644,172.16.5.102,45457,10.0.1.10,502,TCP,1624,793,11,9,0.495,1,Edge/120.0,,Benign,0
FLOW-100645,45.33.32.156,37046,192.168.10.40,3306,TCP,74,54,1,1,10.551,0,Masscan/1.3,/,Port-Scan,1
FLOW-100646,192.168.10.40,40148,192.168.10.55,80,TCP,2345,8707,23,70,4.868,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100647,172.16.5.102,41165,10.0.1.5,4840,TCP,2851,638,35,8,9.071,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100648,45.33.32.156,13554,192.168.10.55,1433,TCP,3120,3819,45,25,12.097,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100649,185.220.101.5,2802,192.168.10.12,3306,TCP,3886,3807,26,45,9.349,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100650,172.16.5.108,50356,10.0.1.5,102,TCP,1745,9234,15,130,10.92,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-100651,192.168.10.15,62706,192.168.10.55,102,UDP,233,9442,1,154,3.221,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100652,172.16.5.210,31423,192.168.10.55,102,UDP,1405,10615,19,86,10.462,1,Edge/120.0,/historian/view,Benign,0
FLOW-100653,203.0.113.45,29933,10.0.1.5,22,TCP,74,35,1,1,5.211,0,Nmap/7.94,,Port-Scan,1
FLOW-100654,172.16.5.101,33371,192.168.10.55,443,TCP,3226,11653,24,97,10.148,1,Mozilla/5.0,,Benign,0
FLOW-100655,194.26.29.112,38051,192.168.10.55,502,TCP,6113,1267,52,11,0.588,0,Custom-POC/1.0,/login,Exploit-Attempt,1
FLOW-100656,198.51.100.89,52440,192.168.10.40,8080,TCP,1880,4614,12,35,0.722,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100657,192.168.10.40,25390,192.168.10.55,443,TCP,1055,1063,7,12,3.36,1,SCADA-Client/3.2,,Benign,0
FLOW-100658,172.16.5.102,6565,192.168.10.15,502,TCP,943,6309,12,75,7.871,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-100659,198.51.100.89,56572,192.168.10.12,502,TCP,88,53,1,1,7.836,0,Unknown,/cgi-bin/test,Port-Scan,1
FLOW-100660,172.16.5.101,3754,192.168.10.15,443,TCP,1838,10146,12,106,8.752,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100661,192.168.10.15,22600,192.168.10.40,102,TCP,870,7480,13,77,9.667,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100662,198.51.100.89,54419,10.0.1.10,443,TCP,1463,2772,16,20,9.18,0,python-requests/2.31.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100663,198.51.100.89,26387,192.168.10.15,3389,TCP,1502,508,21,4,10.404,0,paramiko/3.4,/,Brute-Force,1
FLOW-100664,198.51.100.89,11428,10.0.1.10,8080,TCP,4041,3956,49,43,7.753,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100665,194.26.29.112,8733,10.0.1.10,23,TCP,110,27,1,1,3.324,0,Unknown,/login,Port-Scan,1
FLOW-100666,192.168.10.15,53901,10.0.1.10,502,TCP,3170,4262,28,31,4.364,1,Mozilla/5.0,,Benign,0
FLOW-100667,198.51.100.22,35249,10.0.1.25,3306,TCP,1422,4381,12,46,1.966,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100668,192.168.10.40,5533,10.0.1.5,102,TCP,793,2692,6,22,10.988,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100669,192.168.10.15,8872,192.168.10.55,443,TCP,1161,2849,10,21,5.407,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-100670,172.16.5.102,55828,10.0.1.10,502,TCP,247,10119,1,96,9.425,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100671,198.51.100.89,7490,192.168.10.12,443,TCP,2442,7182,23,60,8.583,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-100672,198.51.100.22,39571,192.168.10.40,445,TCP,6451,322,50,3,1.787,0,Metasploit/6.3,/login,Exploit-Attempt,1
FLOW-100673,172.16.5.102,45308,10.0.1.5,502,TCP,643,936,6,8,1.144,1,Edge/120.0,,Benign,0
FLOW-100674,198.51.100.22,44110,10.0.1.25,445,TCP,96,42,1,1,8.498,0,Masscan/1.3,/,Port-Scan,1
FLOW-100675,198.51.100.89,1050,192.168.10.15,443,TCP,2707,1761,18,22,8.441,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100676,192.168.10.15,45176,192.168.10.15,102,TCP,1144,6710,14,83,9.465,1,Mozilla/5.0,,Benign,0
FLOW-100677,198.51.100.22,62101,192.168.10.15,80,TCP,98,18,1,1,8.545,0,Masscan/1.3,/,Port-Scan,1
FLOW-100678,172.16.5.102,15042,192.168.10.55,102,TCP,1299,10135,15,70,8.537,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100679,192.168.10.15,41547,192.168.10.15,102,TCP,1681,1575,17,20,7.974,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-100680,192.168.10.15,62635,10.0.1.25,443,UDP,2886,604,32,4,5.668,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-100681,185.220.101.5,36943,192.168.10.40,22,TCP,52,52,1,1,4.126,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-100682,192.168.10.55,61381,10.0.1.5,4840,TCP,1217,8599,15,81,9.853,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100683,185.220.101.5,53210,192.168.10.12,3306,TCP,3379,2540,40,29,7.824,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-100684,192.168.10.15,37856,192.168.10.40,80,TCP,896,6690,7,57,1.242,1,Edge/120.0,/historian/view,Benign,0
FLOW-100685,192.168.10.15,30668,192.168.10.40,4840,TCP,2959,11650,26,194,10.383,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-100686,192.168.10.55,37469,192.168.10.12,102,TCP,2224,3427,15,27,0.407,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100687,194.26.29.112,43590,10.0.1.25,21,TCP,697,430,5,2,10.289,0,Unknown,,Brute-Force,1
FLOW-100688,172.16.5.102,25117,192.168.10.55,502,TCP,1212,10457,9,75,7.57,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100689,198.51.100.89,24214,10.0.1.5,80,TCP,98,57,1,1,9.358,0,Masscan/1.3,/,Port-Scan,1
FLOW-100690,172.16.5.210,47111,10.0.1.10,80,TCP,2694,3977,30,37,9.86,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-100691,192.168.10.12,45947,192.168.10.15,102,TCP,1988,6166,15,42,1.965,1,Edge/120.0,/historian/view,Benign,0
FLOW-100692,203.0.113.45,55294,10.0.1.5,3306,TCP,51,4,1,1,10.86,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-100693,45.33.32.156,39627,192.168.10.40,1433,TCP,93,59,1,1,11.889,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-100694,172.16.5.102,61873,192.168.10.15,80,TCP,2973,7806,36,85,1.655,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100695,172.16.5.210,26358,10.0.1.25,80,TCP,686,4289,9,57,2.856,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-100696,192.168.10.55,36641,192.168.10.12,102,TCP,1136,1326,9,11,5.069,1,Edge/120.0,/historian/view,Benign,0
FLOW-100697,192.168.10.55,62624,192.168.10.40,443,TCP,2172,925,31,6,7.588,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-100698,203.0.113.45,9521,10.0.1.10,1433,TCP,68,9,1,1,4.248,0,Masscan/1.3,/login,Port-Scan,1
FLOW-100699,172.16.5.102,56084,10.0.1.5,443,TCP,584,1039,7,10,5.686,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100700,185.220.101.5,50430,192.168.10.55,8080,TCP,2678,5680,18,44,0.974,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100701,203.0.113.45,15770,192.168.10.12,3306,TCP,2323,3852,22,47,3.97,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100702,198.51.100.89,45199,10.0.1.25,8080,TCP,2913,3236,21,27,10.461,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100703,172.16.5.108,12328,192.168.10.55,4840,TCP,2595,5736,35,42,10.279,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-100704,192.168.10.40,23442,10.0.1.10,4840,UDP,2097,7371,18,105,2.04,1,SCADA-Client/3.2,,Benign,0
FLOW-100705,172.16.5.101,39720,192.168.10.55,443,UDP,444,11734,2,117,6.695,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-100706,198.51.100.22,21562,192.168.10.15,22,TCP,71,6,1,1,11.954,0,Unknown,/,Port-Scan,1
FLOW-100707,192.168.10.55,11790,10.0.1.5,443,TCP,1594,9320,10,64,5.815,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100708,45.33.32.156,35167,192.168.10.40,445,TCP,69,22,1,1,0.461,0,Masscan/1.3,,Port-Scan,1
FLOW-100709,192.168.10.12,14803,192.168.10.55,502,TCP,654,9064,7,120,9.892,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100710,192.168.10.55,25069,10.0.1.10,80,UDP,2056,6705,33,47,5.428,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-100711,192.168.10.40,40599,10.0.1.25,4840,TCP,1855,2475,15,24,2.755,1,Mozilla/5.0,,Benign,0
FLOW-100712,192.168.10.12,33405,10.0.1.25,443,UDP,2885,9231,20,80,0.463,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-100713,172.16.5.101,58994,192.168.10.15,443,TCP,2095,2962,17,33,8.152,1,Mozilla/5.0,,Benign,0
FLOW-100714,192.168.10.12,51290,10.0.1.10,102,TCP,3233,3593,36,38,11.462,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100715,194.26.29.112,43688,10.0.1.25,8080,TCP,91,12,1,1,8.943,0,Masscan/1.3,/,Port-Scan,1
FLOW-100716,172.16.5.210,44323,192.168.10.55,4840,UDP,538,10026,8,131,6.893,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100717,192.168.10.12,60261,10.0.1.10,443,UDP,1841,8245,29,56,12.288,1,Edge/120.0,,Benign,0
FLOW-100718,192.168.10.12,20398,192.168.10.55,443,TCP,1841,10618,25,89,10.238,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100719,172.16.5.108,28303,192.168.10.55,4840,TCP,1424,7648,12,91,7.402,1,Mozilla/5.0,,Benign,0
FLOW-100720,198.51.100.89,50614,10.0.1.5,8080,TCP,1983,1150,20,9,7.039,0,Metasploit/6.3,,Exploit-Attempt,1
FLOW-100721,185.220.101.5,13871,10.0.1.25,80,TCP,97,36,1,1,4.608,0,Nmap/7.94,/login,Port-Scan,1
FLOW-100722,172.16.5.102,49201,192.168.10.40,80,TCP,3040,2864,21,20,8.317,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100723,203.0.113.45,34843,10.0.1.5,22,TCP,95,33,1,1,1.862,0,Nmap/7.94,/login,Port-Scan,1
FLOW-100724,172.16.5.108,36338,10.0.1.10,443,UDP,1342,10773,10,74,2.708,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100725,198.51.100.89,38155,192.168.10.40,80,TCP,2308,7950,37,63,3.504,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-100726,185.220.101.5,61247,192.168.10.40,443,TCP,1989,6585,13,95,10.108,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-100727,172.16.5.108,64601,10.0.1.25,80,TCP,2050,7827,13,59,2.449,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-100728,203.0.113.45,3127,192.168.10.55,21,TCP,71,41,1,1,12.2,0,zgrab/0.x,,Port-Scan,1
FLOW-100729,45.33.32.156,8616,10.0.1.5,22,TCP,70,10,1,1,0.368,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-100730,198.51.100.89,8183,10.0.1.5,1433,TCP,49,28,1,1,7.25,0,Unknown,/,Port-Scan,1
FLOW-100731,198.51.100.89,60654,10.0.1.5,21,TCP,409,602,3,5,5.599,0,Unknown,,Brute-Force,1
FLOW-100732,192.168.10.40,12875,192.168.10.15,4840,TCP,2996,2645,23,39,2.991,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100733,45.33.32.156,15512,10.0.1.5,8080,TCP,84,24,1,1,3.982,0,Nmap/7.94,/,Port-Scan,1
FLOW-100734,192.168.10.55,63669,192.168.10.40,4840,TCP,3178,9732,51,152,3.982,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-100735,172.16.5.101,6048,192.168.10.55,102,UDP,2247,9619,15,92,10.952,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-100736,172.16.5.108,39428,10.0.1.5,4840,TCP,2572,1592,19,16,7.044,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-100737,192.168.10.12,2613,192.168.10.12,502,TCP,3294,538,37,4,6.286,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100738,172.16.5.108,51542,192.168.10.55,443,TCP,2743,7538,20,55,6.789,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100739,194.26.29.112,17949,192.168.10.40,443,TCP,110,4,1,1,11.529,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-100740,172.16.5.108,6478,192.168.10.55,102,TCP,2122,9730,24,83,7.353,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-100741,185.220.101.5,64643,10.0.1.5,22,TCP,49,27,1,1,6.573,0,zgrab/0.x,/,Port-Scan,1
FLOW-100742,192.168.10.40,62372,192.168.10.40,502,TCP,1894,4724,16,46,10.356,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-100743,172.16.5.101,32555,192.168.10.55,102,UDP,1871,2647,14,21,7.52,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-100744,172.16.5.108,43118,192.168.10.12,80,UDP,709,3984,9,30,6.021,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-100745,194.26.29.112,42960,10.0.1.10,21,TCP,86,33,1,1,5.094,0,Unknown,,Port-Scan,1
FLOW-100746,192.168.10.12,52185,10.0.1.5,4840,UDP,1141,8683,12,79,10.669,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-100747,185.220.101.5,14671,192.168.10.55,8080,TCP,4231,727,40,6,6.436,0,Metasploit/6.3,/,Exploit-Attempt,1
FLOW-100748,203.0.113.45,44091,10.0.1.25,443,TCP,2070,2302,32,23,8.389,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-100749,172.16.5.101,9770,192.168.10.12,102,TCP,2927,6000,34,68,2.864,1,SCADA-Client/3.2,,Benign,0
FLOW-100750,172.16.5.101,12072,192.168.10.12,502,TCP,1322,9452,18,100,10.387,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-100751,198.51.100.22,8004,192.168.10.40,445,TCP,1024,302,8,3,9.717,0,Hydra/9.5,/login,Brute-Force,1
FLOW-100752,45.33.32.156,9119,192.168.10.12,1433,TCP,1870,2093,15,18,8.792,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-100753,203.0.113.45,24148,192.168.10.40,3306,TCP,96,54,1,1,3.502,0,Masscan/1.3,,Port-Scan,1
FLOW-100754,192.168.10.40,25783,192.168.10.55,502,TCP,2669,9673,27,122,7.651,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-100755,45.33.32.156,13521,10.0.1.10,502,TCP,5559,459,47,5,7.39,0,Custom-POC/1.0,,Exploit-Attempt,1
FLOW-100756,198.51.100.22,5215,192.168.10.15,21,TCP,1305,822,9,7,3.129,0,Hydra/9.5,,Brute-Force,1
FLOW-100757,192.168.10.12,12419,192.168.10.15,102,TCP,2060,2731,26,30,8.658,1,Edge/120.0,,Benign,0
FLOW-100758,172.16.5.210,58892,192.168.10.12,443,UDP,1610,1262,18,15,6.803,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
